x_um,z_um,value,intensity
-2.8,8,1,1
-2.4,8,1,1
-2,8,1,1
-1.6,8,1,1
-1.2,8,1,1
-0.8,8,1,1
-0.4,8,1,1
0,8,1,1
0.4,8,1,1
0.8,8,1,1
1.2,8,1,1
1.6,8,1,1
2,8,1,1
2.4,8,1,1
2.8,8,1,1
3.2,8,1,1
3.6,8,1,1
4,8,1,1
4.4,8,1,1
4.8,8,1,1
5.2,8,1,1
5.6,8,1,1
6,8,1,1
6.4,8,1,1
6.8,8,1,1
7.2,8,1,1
7.6,8,1,1
8,8,1,1
-8,10,1,1
-7.6,10,1,1
-7.2,10,1,1
-6.8,10,1,1
-6.4,10,1,1
-6,10,1,1
-5.6,10,1,1
-5.2,10,1,1
-4.8,10,1,1
-4.4,10,1,1
-4,10,1,1
-3.6,10,1,1
-3.2,10,1,1
-2.8,10,1,1
-2.4,10,1,1
-2,10,1,1
-1.6,10,1,1
-1.2,10,1,1
-0.8,10,1,1
-0.4,10,1,1
0,10,1,1
0.4,10,1,1
0.8,10,1,1
1.2,10,1,1
1.6,10,1,1
2,10,1,1
2.4,10,1,1
2.8,10,1,1
3.2,10,1,1
3.6,10,1,1
4,10,1,1
4.4,10,1,1
4.8,10,1,1
5.2,10,1,1
5.6,10,1,1
6,10,1,1
6.4,10,1,1
6.8,10,1,1
7.2,10,1,1
7.6,10,1,1
8,10,1,1
-8,12,1,1
-7.6,12,1,1
-7.2,12,1,1
-6.8,12,1,1
-6.4,12,1,1
-6,12,1,1
-5.6,12,1,1
-5.2,12,1,1
-4.8,12,1,1
-4.4,12,1,1
-4,12,1,1
-3.6,12,1,1
-3.2,12,1,1
-2.8,12,1,1
-2.4,12,1,1
-2,12,1,1
-1.6,12,1,1
-1.2,12,1,1
-0.8,12,1,1
-0.4,12,1,1
0,12,1,1
0.4,12,1,1
0.8,12,1,1
1.2,12,1,1
1.6,12,1,1
2,12,1,1
2.4,12,1,1
2.8,12,1,1
3.2,12,1,1
3.6,12,1,1
4,12,1,1
4.4,12,1,1
4.8,12,1,1
5.2,12,1,1
5.6,12,1,1
6,12,1,1
6.4,12,1,1
6.8,12,1,1
7.2,12,1,1
7.6,12,1,1
8,12,1,1
-8,14,1,1
-7.6,14,1,1
-7.2,14,1,1
-6.8,14,1,1
-6.4,14,1,1
-6,14,1,1
-5.6,14,1,1
-5.2,14,1,1
-4.8,14,1,1
-4.4,14,1,1
-4,14,1,1
-3.6,14,1,1
-3.2,14,1,1
-2.8,14,1,1
-2.4,14,1,1
-2,14,1,1
-1.6,14,1,1
-1.2,14,1,1
-0.8,14,1,1
-0.4,14,1,1
0,14,1,1
0.4,14,1,1
0.8,14,1,1
1.2,14,1,1
1.6,14,1,1
2,14,1,1
2.4,14,1,1
2.8,14,1,1
3.2,14,1,1
3.6,14,1,1
4,14,1,1
4.4,14,1,1
4.8,14,1,1
5.2,14,1,1
5.6,14,1,1
6,14,1,1
6.4,14,1,1
6.8,14,1,1
7.2,14,1,1
7.6,14,1,1
8,14,1,1
-8,16,1,1
-7.6,16,1,1
-7.2,16,1,1
-6.8,16,1,1
-6.4,16,1,1
-6,16,1,1
-5.6,16,1,1
-5.2,16,1,1
-4.8,16,1,1
-4.4,16,1,1
-4,16,1,1
-3.6,16,1,1
-3.2,16,1,1
-2.8,16,1,1
-2.4,16,1,1
-2,16,1,1
-1.6,16,1,1
-1.2,16,1,1
-0.8,16,1,1
-0.4,16,1,1
0,16,1,1
0.4,16,1,1
0.8,16,1,1
1.2,16,1,1
1.6,16,1,1
2,16,1,1
2.4,16,1,1
2.8,16,1,1
3.2,16,1,1
3.6,16,1,1
4,16,1,1
4.4,16,1,1
4.8,16,1,1
5.2,16,1,1
5.6,16,1,1
6,16,1,1
6.4,16,1,1
6.8,16,1,1
7.2,16,1,1
7.6,16,1,1
8,16,1,1
-8,18,1,1
-7.6,18,1,1
-7.2,18,1,1
-6.8,18,1,1
-6.4,18,1,1
-6,18,1,1
-5.6,18,1,1
-5.2,18,1,1
-4.8,18,1,1
-4.4,18,1,1
-4,18,1,1
-3.6,18,1,1
-3.2,18,1,1
-2.8,18,1,1
-2.4,18,1,1
-2,18,1,1
-1.6,18,1,1
-1.2,18,1,1
-0.8,18,1,1
-0.4,18,1,1
0,18,1,1
0.4,18,1,1
0.8,18,1,1
1.2,18,1,1
1.6,18,1,1
2,18,1,1
2.4,18,1,1
2.8,18,1,1
3.2,18,1,1
3.6,18,1,1
4,18,1,1
4.4,18,1,1
4.8,18,1,1
5.2,18,1,1
5.6,18,1,1
6,18,1,1
6.4,18,1,1
6.8,18,1,1
7.2,18,1,1
7.6,18,1,1
8,18,1,1
-8,20,1,1
-7.6,20,1,1
-7.2,20,1,1
-6.8,20,1,1
-6.4,20,1,1
-6,20,1,1
-5.6,20,1,1
-5.2,20,1,1
-4.8,20,1,1
-4.4,20,1,1
-4,20,1,1
-3.6,20,1,1
-3.2,20,1,1
-2.8,20,1,1
-2.4,20,1,1
-2,20,1,1
-1.6,20,1,1
-1.2,20,1,1
-0.8,20,1,1
-0.4,20,1,1
0,20,1,1
0.4,20,1,1
0.8,20,1,1
1.2,20,1,1
1.6,20,1,1
2,20,1,1
2.4,20,1,1
2.8,20,1,1
3.2,20,1,1
3.6,20,1,1
4,20,1,1
4.4,20,1,1
4.8,20,1,1
5.2,20,1,1
5.6,20,1,1
6,20,1,1
6.4,20,1,1
6.8,20,1,1
7.2,20,1,1
7.6,20,1,1
8,20,1,1
-8,22,1,1
-7.6,22,1,1
-7.2,22,1,1
-6.8,22,1,1
-6.4,22,1,1
-6,22,1,1
-5.6,22,1,1
-5.2,22,1,1
-4.8,22,1,1
-4.4,22,1,1
-4,22,1,1
-3.6,22,1,1
-3.2,22,1,1
-2.8,22,1,1
-2.4,22,1,1
-2,22,1,1
-1.6,22,1,1
-1.2,22,1,1
-0.8,22,1,1
-0.4,22,1,1
0,22,1,1
0.4,22,1,1
0.8,22,1,1
1.2,22,1,1
1.6,22,1,1
2,22,1,1
2.4,22,1,1
2.8,22,1,1
3.2,22,1,1
3.6,22,1,1
4,22,1,1
4.4,22,1,1
4.8,22,1,1
5.2,22,1,1
5.6,22,1,1
6,22,1,1
6.4,22,1,1
6.8,22,1,1
7.2,22,1,1
7.6,22,1,1
8,22,1,1
-8,24,1,1
-7.6,24,1,1
-7.2,24,1,1
-6.8,24,1,1
-6.4,24,1,1
-6,24,1,1
-5.6,24,1,1
-5.2,24,1,1
-4.8,24,1,1
-4.4,24,1,1
-4,24,1,1
-3.6,24,1,1
-3.2,24,1,1
-2.8,24,1,1
-2.4,24,1,1
-2,24,1,1
-1.6,24,1,1
-1.2,24,1,1
-0.8,24,1,1
-0.4,24,1,1
0,24,1,1
0.4,24,1,1
0.8,24,1,1
1.2,24,1,1
1.6,24,1,1
2,24,1,1
2.4,24,1,1
2.8,24,1,1
3.2,24,1,1
3.6,24,1,1
4,24,1,1
4.4,24,1,1
4.8,24,1,1
5.2,24,1,1
5.6,24,1,1
6,24,1,1
6.4,24,1,1
6.8,24,1,1
7.2,24,1,1
7.6,24,1,1
8,24,1,1
-8,26,0.0885512581522,0.00784132532033
-7.6,26,0.1753795789,0.0307579966952
-7.2,26,0.199995631306,0.0399982525415
-6.8,26,0.177555624283,0.0315259997145
-6.4,26,0.0970228419319,0.00941343185654
-6,26,0,0
-5.6,26,0,0
-5.2,26,0,0
-4.8,26,0,0
-4.4,26,0.0749793683362,0.00562190567609
-4,26,0.164687167134,0.0271218630185
-3.6,26,0.20086439097,0.0403465035596
-3.2,26,0.222898504955,0.049683743511
-2.8,26,0.267117480257,0.0713517482591
-2.4,26,0.358005930376,0.128168246184
-2,26,0.488882281386,0.239005885053
-1.6,26,0.638150713612,0.407236333283
-1.2,26,0.783445503906,0.61378685759
-0.8,26,0.905015811907,0.819053619802
-0.4,26,0.987001682832,0.974172321913
0,26,1,1
0.4,26,0.995463208509,0.990946999495
0.8,26,0.919315333881,0.845140683109
1.2,26,0.798486917543,0.637581357487
1.6,26,0.646647645886,0.418153177929
2,26,0.481859591894,0.2321886663
2.4,26,0.326572556865,0.106649634897
2.8,26,0.211434143051,0.0447043968478
3.2,26,0.17251622483,0.0297618478294
3.6,26,0.189769359474,0.0360124097953
4,26,0.200757596511,0.0403036125568
4.4,26,0.174515148607,0.0304555370932
4.8,26,0.0858848867378,0.00737621376997
5.2,26,0,0
5.6,26,0,0
6,26,0,0
6.4,26,0,0
6.8,26,0.0947956683018,0.00898621872879
7.2,26,0.17732801141,0.0314452236306
7.6,26,0.1999914343,0.0399965737933
8,26,0.175390094516,0.0307616852543
-8,28,0.167328613523,0.0279988649035
-7.6,28,0.199332080745,0.039733278414
-7.2,28,0.183843904913,0.0337985813737
-6.8,28,0.113619222251,0.012909327665
-6.4,28,0,0
-6,28,0,0
-5.6,28,0,0
-5.2,28,0,0
-4.8,28,0.0574459741325,0.00330003994403
-4.4,28,0.165052694798,0.02724239206
-4,28,0.198451199402,0.0393828785442
-3.6,28,0.194405965777,0.0377936795298
-3.2,28,0.182900834723,0.0334527153425
-2.8,28,0.220596833356,0.0486629628867
-2.4,28,0.330325465713,0.109114913299
-2,28,0.481730180412,0.232063966719
-1.6,28,0.64458822014,0.415493973544
-1.2,28,0.795971486613,0.633570607501
-0.8,28,0.917367204532,0.841562587951
-0.4,28,0.994682507699,0.989393291123
0,28,1,1
0.4,28,0.988702624739,0.977532880166
0.8,28,0.90725846591,0.823117923965
1.2,28,0.785332339467,0.616746883413
1.6,28,0.638572861758,0.407775299773
2,28,0.486707335582,0.236884030509
2.4,28,0.352603867364,0.12432948728
2.8,28,0.259814884885,0.0675037744078
3.2,28,0.218032895309,0.047538343437
3.6,28,0.202133788056,0.040858068274
4,28,0.173386333441,0.0300628206242
4.4,28,0.0984071022032,0.00968395776403
4.8,28,0,0
5.2,28,0,0
5.6,28,0,0
6,28,0,0
6.4,28,0.0734698681587,0.00539782152726
6.8,28,0.169840843388,0.0288459120829
7.2,28,0.199614470464,0.0398459368184
7.6,28,0.182211995283,0.033201211225
8,28,0.108596477716,0.0117931949722
-8,30,0.197639994151,0.039061567288
-7.6,30,0.189208544435,0.0357998732871
-7.2,30,0.128914165057,0.0166188619523
-6.8,30,0,0
-6.4,30,0,0
-6,30,0,0
-5.6,30,0,0
-5.2,30,0,0
-4.8,30,0.159828139233,0.0255450340906
-4.4,30,0.203462346339,0.0413969263776
-4,30,0.19786420561,0.0391502438617
-3.6,30,0.152569211989,0.023277364447
-3.2,30,0.105405734449,0.0111103688547
-2.8,30,0.168622892176,0.0284336797659
-2.4,30,0.316224259723,0.0999977824372
-2,30,0.487970066067,0.238114785378
-1.6,30,0.65880270752,0.434021007435
-1.2,30,0.810143210222,0.656332021069
-0.8,30,0.926516520372,0.858432862521
-0.4,30,0.996427422386,0.992867608082
0,30,1,1
0.4,30,0.977867777099,0.956225389489
0.8,30,0.895236775081,0.801448883457
1.2,30,0.777403283122,0.604355864608
1.6,30,0.640448673917,0.410174503922
2,30,0.502997177625,0.253006160699
2.4,30,0.383409103099,0.147002540339
2.8,30,0.294349348967,0.086641539237
3.2,30,0.233724834016,0.054627298036
3.6,30,0.180954853061,0.0327446588462
4,30,0.101766076719,0.0103563343708
4.4,30,0,0
4.8,30,0,0
5.2,30,0,0
5.6,30,0,0
6,30,0.0493963293104,0.00243999734934
6.4,30,0.162156031316,0.0262945784921
6.8,30,0.198396441353,0.0393611479416
7.2,30,0.18788800101,0.0353019009235
7.6,30,0.124977352654,0.0156193386764
8,30,0,0
-8,32,0.19348208155,0.0374353158808
-7.6,32,0.142252203437,0.0202356893826
-7.2,32,0,0
-6.8,32,0,0
-6.4,32,0,0
-6,32,0,0
-5.6,32,0,0
-5.2,32,0.145722953667,0.0212351792253
-4.8,32,0.203582786744,0.0414459510585
-4.4,32,0.208535127199,0.0434868992758
-4,32,0.162786789117,0.026499538711
-3.6,32,0.0389063639075,0.0015137051525
-3.2,32,0,0
-2.8,32,0.131286361806,0.0172361087963
-2.4,32,0.322147297578,0.103778881337
-2,32,0.505165829259,0.25519251505
-1.6,32,0.675868524137,0.456798261919
-1.2,32,0.821386775389,0.674676234785
-0.8,32,0.929614720356,0.864183528303
-0.4,32,0.991698803074,0.983466516019
0,32,1,1
0.4,32,0.966409350043,0.933947031851
0.8,32,0.887228002506,0.787173528432
1.2,32,0.777453515659,0.604433969011
1.6,32,0.651591377054,0.424571322652
2,32,0.524706778362,0.275317203259
2.4,32,0.409026451043,0.167302637653
2.8,32,0.30967741344,0.0959001003948
3.2,32,0.220738781968,0.0487256098648
3.6,32,0.119616530026,0.0143081142554
4,32,0,0
4.4,32,0,0
4.8,32,0,0
5.2,32,0,0
5.6,32,0.0140228408692,0.000196640066044
6,32,0.155423925103,0.0241565964945
6.4,32,0.197015307337,0.0388150313252
6.8,32,0.192654285951,0.0371156738952
7.2,32,0.138886318161,0.0192894093722
7.6,32,0,0
8,32,0,0
-8,34,0.153780547919,0.0236484569182
-7.6,34,0,0
-7.2,34,0,0
-6.8,34,0,0
-6.4,34,0,0
-6,34,0,0
-5.6,34,0.124519623411,0.0155051366145
-5.2,34,0.196766839391,0.0387171890841
-4.8,34,0.214095320605,0.045836806305
-4.4,34,0.181199635542,0.0328333079205
-4,34,0.074436546637,0.00554079947525
-3.6,34,0,0
-3.2,34,0,0
-2.8,34,0.136777861803,0.0187081834794
-2.4,34,0.34529666098,0.119229784084
-2,34,0.527018824407,0.277748841279
-1.6,34,0.690235993696,0.476425726993
-1.2,34,0.826222410321,0.682643471316
-0.8,34,0.925713927069,0.85694627477
-0.4,34,0.98195941753,0.964244297676
0,34,0.992158382035,0.984378255043
0.4,34,0.95808962664,0.917935732676
0.8,34,0.885962595821,0.784929721193
1.2,34,0.78546535353,0.616955821597
1.6,34,0.66804822566,0.446288431808
2,34,0.544581136189,0.296568613893
2.4,34,0.422651822171,0.178634562785
2.8,34,0.303762211981,0.0922714814276
3.2,34,0.178187133379,0.0317506545017
3.6,34,0,0
4,34,0,0
4.4,34,0,0
4.8,34,0,0
5.2,34,0,0
5.6,34,0.150024457058,0.0225073377156
6,34,0.196346928698,0.0385521164093
6.4,34,0.197209180292,0.0388914607916
6.8,34,0.151125818166,0.0228390129164
7.2,34,0,0
7.6,34,0,0
8,34,0,0
-8,36,0.0466920463844,0.00218014719557
-7.6,36,0,0
-7.2,36,0,0
-6.8,36,0,0
-6.4,36,0,0
-6,36,0.0986195268044,0.00972581106712
-5.6,36,0.185436010989,0.0343865141713
-5.2,36,0.2129865813,0.045363283814
-4.8,36,0.193108965728,0.0372910726447
-4.4,36,0.11356652006,0.0128973544786
-4,36,0,0
-3.6,36,0,0
-3.2,36,0,0
-2.8,36,0.179921225626,0.0323716474308
-2.4,36,0.375939768358,0.141330709433
-2,36,0.546310836932,0.298455530549
-1.6,36,0.697514670088,0.486526714988
-1.2,36,0.823192132762,0.677645287441
-0.8,36,0.916008943147,0.839072383926
-0.4,36,0.970281393078,0.941445981754
0,36,0.983258586995,0.966797448899
0.4,36,0.95571613889,0.913393338135
0.8,36,0.89187804278,0.795446443192
1.2,36,0.798657153209,0.637853248371
1.6,36,0.684302745657,0.468270247713
2,36,0.556647202303,0.309856107832
2.4,36,0.421089933926,0.177316732453
2.8,36,0.277370816169,0.0769345696622
3.2,36,0.0960070647166,0.00921735647549
3.6,36,0,0
4,36,0,0
4.4,36,0,0
4.8,36,0,0
5.2,36,0.14400002861,0.0207360082397
5.6,36,0.19654079355,0.0386282835294
6,36,0.202360210777,0.0409496549056
6.4,36,0.162785245128,0.0264990360315
6.8,36,0.0341972454286,0.00116945159491
7.2,36,0,0
7.6,36,0,0
8,36,0,0
-8,38,0,0
-7.6,38,0,0
-7.2,38,0,0
-6.8,38,0,0
-6.4,38,0.0677142267594,0.00458521650562
-6,38,0.172656551355,0.0298102847259
-5.6,38,0.207891227193,0.0432187623438
-5.2,38,0.19752022834,0.0390142406034
-4.8,38,0.136327322613,0.0185851388908
-4.4,38,0,0
-4,38,0,0
-3.6,38,0,0
-3.2,38,0,0
-2.8,38,0.231921178767,0.0537874331607
-2.4,38,0.40361042754,0.162901377219
-2,38,0.557301776787,0.31058527041
-1.6,38,0.695571388719,0.483819556805
-1.2,38,0.813206937306,0.661305522883
-0.8,38,0.903531312023,0.816368831807
-0.4,38,0.960457401876,0.922478420819
0,38,0.979797777691,0.960003685169
0.4,38,0.960101873971,0.921795608402
0.8,38,0.902943497232,0.815306959193
1.2,38,0.812611204051,0.660336968949
1.6,38,0.695251887582,0.483375187187
2,38,0.557550683759,0.31086276496
2.4,38,0.404694071146,0.163777291221
2.8,38,0.234247971761,0.0548721122741
3.2,38,0,0
3.6,38,0,0
4,38,0,0
4.4,38,0,0
4.8,38,0.13247520482,0.0175496798921
5.2,38,0.195996946397,0.0384148029971
5.6,38,0.208139397241,0.0433220086839
6,38,0.174843602706,0.0305702854071
6.4,38,0.0752587653189,0.00566388175732
6.8,38,0,0
7.2,38,0,0
7.6,38,0,0
8,38,0,0
-8,40,0,0
-7.6,40,0,0
-7.2,40,0,0
-6.8,40,0.0091455991065,0.0000836419830169
-6.4,40,0.160199901707,0.025664008507
-6,40,0.201833781297,0.0407368752725
-5.6,40,0.19781912895,0.0391324077784
-5.2,40,0.147420400211,0.0217327743985
-4.8,40,0,0
-4.4,40,0,0
-4,40,0,0
-3.6,40,0,0
-3.2,40,0.0902417717768,0.00814357737341
-2.8,40,0.275677080549,0.0759978527401
-2.4,40,0.420634972997,0.176933780508
-2,40,0.556953569683,0.310197278783
-1.6,40,0.684969904527,0.469183770107
-1.2,40,0.799332682682,0.638932737603
-0.8,40,0.892306944695,0.796211683552
-0.4,40,0.955773984244,0.913503908957
0,40,0.982956846585,0.966204162249
0.4,40,0.969748814851,0.940412763905
0.8,40,0.91545555138,0.838058866552
1.2,40,0.822862283964,0.67710233837
1.6,40,0.697635913347,0.486695867592
2,40,0.547048020305,0.29926153652
2.4,40,0.37737913739,0.142415013337
2.8,40,0.182351012417,0.0332518917294
3.2,40,0,0
3.6,40,0,0
4,40,0,0
4.4,40,0.108784034759,0.0118339662184
4.8,40,0.191317936495,0.0366025528246
5.2,40,0.212969302054,0.0453559236173
5.6,40,0.187252737804,0.0350635878151
6,40,0.103856243201,0.0107861192518
6.4,40,0,0
6.8,40,0,0
7.2,40,0,0
7.6,40,0,0
8,40,0.0330929403873,0.00109514270347
-8,42,0,0
-7.6,42,0,0
-7.2,42,0,0
-6.8,42,0.148113600474,0.0219376386454
-6.4,42,0.19639592589,0.0385713597063
-6,42,0.197371950738,0.038955686938
-5.6,42,0.153150415172,0.0234550496673
-5.2,42,0,0
-4.8,42,0,0
-4.4,42,0,0
-4,42,0,0
-3.6,42,0,0
-3.2,42,0.175393477118,0.0307628718156
-2.8,42,0.302963781442,0.0917870528655
-2.4,42,0.422929058593,0.178868988602
-2,42,0.545360072518,0.297417608697
-1.6,42,0.668860461072,0.447374316385
-1.2,42,0.78599970435,0.617795535239
-0.8,42,0.886086741496,0.785149713456
-0.4,42,0.957829911308,0.917438138997
0,42,0.991657416773,0.983384432241
0.4,42,0.981425673374,0.963196352359
0.8,42,0.925370407023,0.856310390194
1.2,42,0.826258145881,0.682702523635
1.6,42,0.690762945238,0.477153446514
2,42,0.528035508894,0.278821498653
2.4,42,0.346655741023,0.120170202784
2.8,42,0.138195564171,0.0190980139564
3.2,42,0,0
3.6,42,0,0
4,42,0.066787243216,0.0044605358564
4.4,42,0.179061059526,0.0320628630384
4.8,42,0.213819821534,0.0457189160806
5.2,42,0.198253114784,0.0393042975216
5.6,42,0.128592635274,0.0165360658468
6,42,0,0
6.4,42,0,0
6.8,42,0,0
7.2,42,0,0
7.6,42,0,0
8,42,0.150877177737,0.0227639227618
-8,44,0,0
-7.6,44,0,0
-7.2,44,0.135392238052,0.0183310581247
-6.8,44,0.1915504602,0.036691578803
-6.4,44,0.19777222511,0.0391138530248
-6,44,0.158257394107,0.0250454027896
-5.6,44,0.0357776665122,0.00128004142106
-5.2,44,0,0
-4.8,44,0,0
-4.4,44,0,0
-4,44,0,0
-3.6,44,0.115236859509,0.0132795337895
-3.2,44,0.21941909742,0.0481447403128
-2.8,44,0.309879564068,0.0960253442271
-2.4,44,0.409973510826,0.168078279579
-2,44,0.525735860894,0.27639819543
-1.6,44,0.652285812177,0.425476780768
-1.2,44,0.777663870768,0.604761095898
-0.8,44,0.887004396946,0.786776800201
-0.4,44,0.965920770491,0.933002934867
0,44,1,1
0.4,44,0.991334608467,0.982744305945
0.8,44,0.929586933261,0.864131866489
1.2,44,0.821777404912,0.675318103224
1.6,44,0.676644753551,0.457848122507
2,44,0.506145564552,0.256183332516
2.4,44,0.322908479308,0.104269886009
2.8,44,0.130418077759,0.0170088750062
3.2,44,0,0
3.6,44,0.0206832177569,0.000427795496778
4,44,0.160172336963,0.0256551775282
4.4,44,0.207989674,0.0432597044906
4.8,44,0.204785232152,0.0419369913075
5.2,44,0.149083912658,0.0222260130135
5.6,44,0,0
6,44,0,0
6.4,44,0,0
6.8,44,0,0
7.2,44,0,0
7.6,44,0.138894247929,0.0192916121077
8,44,0.192454214766,0.0370386247813
-8,46,0,0
-7.6,46,0.120888264514,0.0146139724973
-7.2,46,0.186489196163,0.0347782202855
-6.8,46,0.198877134346,0.0395521145658
-6.4,46,0.164667058043,0.0271152400044
-6,46,0.0593740577339,0.00352527873178
-5.6,46,0,0
-5.2,46,0,0
-4.8,46,0,0
-4.4,46,0,0
-4,46,0.0964243133304,0.00929764820124
-3.6,46,0.179090442049,0.0320733864332
-3.2,46,0.233756407346,0.0546420579753
-2.8,46,0.295526251799,0.0873357655022
-2.4,46,0.384795274411,0.148067403209
-2,46,0.503952330153,0.253967951067
-1.6,46,0.640784959994,0.410605364955
-1.2,46,0.777215623756,0.60406412581
-0.8,46,0.894742603301,0.800564326163
-0.4,46,0.977313415976,0.955141513047
0,46,1,1
0.4,46,0.996346209487,0.992705769159
0.8,46,0.926812930244,0.858982207668
1.2,46,0.810770110198,0.65734817159
1.6,46,0.659584660325,0.435051924136
2,46,0.488571243791,0.23870186026
2.4,46,0.31603773914,0.0998798525609
2.8,46,0.166322598509,0.0276632067749
3.2,46,0.100150392782,0.0100301011744
3.6,46,0.149558898376,0.0223678640835
4,46,0.197018035219,0.0388161062014
4.4,46,0.204418184326,0.0417867940832
4.8,46,0.162743579703,0.0264854727344
5.2,46,0,0
5.6,46,0,0
6,46,0,0
6.4,46,0,0
6.8,46,0,0
7.2,46,0.125000220903,0.0156250552259
7.6,46,0.187889103096,0.0353023150621
8,46,0.198195859217,0.0392815986108
-8,48,0.103688305154,0.0107512646257
-7.6,48,0.18050869423,0.0325833886925
-7.2,48,0.199817574984,0.0399270632724
-6.8,48,0.17201714464,0.0295898980501
-6.4,48,0.0804593155313,0.00647370145576
-6,48,0,0
-5.6,48,0,0
-5.2,48,0,0
-4.8,48,0,0
-4.4,48,0.0927694503352,0.0086061709155
-4,48,0.171196154208,0.0293081232156
-3.6,48,0.201896485583,0.0407621908909
-3.2,48,0.219417268169,0.0481439375706
-2.8,48,0.26180419925,0.0685414387449
-2.4,48,0.354030524257,0.125337612106
-2,48,0.487251625852,0.237414146895
-1.6,48,0.638428996073,0.407591583027
-1.2,48,0.784812755227,0.615931060767
-0.8,48,0.906660310064,0.822032917846
-0.4,48,0.988261787431,0.976661360496
0,48,1,1
0.4,48,0.99490924337,0.989844402543
0.8,48,0.917896761917,0.842534465537
1.2,48,0.796637249364,0.634630907074
1.6,48,0.645113180769,0.416171016002
2,48,0.481722499616,0.232056566636
2.4,48,0.329281585629,0.108426362634
2.8,48,0.218173248923,0.0475995665457
3.2,48,0.180242975006,0.0324875300392
3.6,48,0.193277190454,0.0373560723499
4,48,0.199167068157,0.0396675210383
4.4,48,0.167698120788,0.0281226597159
4.8,48,0.0662143615753,0.00438434167882
5.2,48,0,0
5.6,48,0,0
6,48,0,0
6.4,48,0,0
6.8,48,0.108977621974,0.0118761220911
7.2,48,0.182223291959,0.0332053281324
7.6,48,0.199609340755,0.0398438889165
8,48,0.169599922061,0.028764133563
-8,50,0.173367076119,0.030056143082
