x_um,z_um,value,intensity
6,43333.33333,0.6733205976,0.4533606271
8,43333.33333,0.6710632508,0.4503258866
10,43333.33333,0.6708324865,0.4500162249
12,43333.33333,0.6708207024,0.4500004147
-12,48750,1.000000538,1.000001075
-10,48750,1.000021032,1.000042065
-8,48750,1.000422356,1.000844891
-6,48750,1.004346921,1.008712737
-4,48750,1.022804722,1.046129499
-2,48750,1.060845408,1.125392979
0,48750,1.083974169,1.175
2,48750,1.060845408,1.125392979
4,48750,1.022804722,1.046129499
6,48750,1.004346921,1.008712737
8,48750,1.000422356,1.000844891
10,48750,1.000021032,1.000042065
12,48750,1.000000538,1.000001075
-12,54166.66667,1.000000614,1.000001229
-10,54166.66667,1.000024037,1.000048074
-8,54166.66667,1.000482679,1.00096559
-6,54166.66667,1.004966374,1.009957414
-4,54166.66667,1.026021163,1.052719428
-2,54166.66667,1.069255003,1.143306262
0,54166.66667,1.095445115,1.2
2,54166.66667,1.069255003,1.143306262
4,54166.66667,1.026021163,1.052719428
6,54166.66667,1.004966374,1.009957414
8,54166.66667,1.000482679,1.00096559
10,54166.66667,1.000024037,1.000048074
12,54166.66667,1.000000614,1.000001229
-12,59583.33333,1.000000691,1.000001382
-10,59583.33333,1.000027041,1.000054083
-8,59583.33333,1.000542997,1.001086289
-6,59583.33333,1.005585447,1.01120209
-4,59583.33333,1.029227553,1.059309356
-2,59583.33333,1.077598972,1.161219545
0,59583.33333,1.106797181,1.225
2,59583.33333,1.077598972,1.161219545
4,59583.33333,1.029227553,1.059309356
6,59583.33333,1.005585447,1.01120209
8,59583.33333,1.000542997,1.001086289
10,59583.33333,1.000027041,1.000054083
12,59583.33333,1.000000691,1.000001382
-12,65000,1.000000768,1.000001536
-10,65000,1.000030046,1.000060092
-8,65000,1.000603312,1.001206987
-6,65000,1.006204138,1.012446767
-4,65000,1.032423985,1.065899285
-2,65000,1.085878827,1.179132828
0,65000,1.118033989,1.25
2,65000,1.085878827,1.179132828
4,65000,1.032423985,1.065899285
6,65000,1.006204138,1.012446767
8,65000,1.000603312,1.001206987
10,65000,1.000030046,1.000060092
12,65000,1.000000768,1.000001536
