run_id,resolution_points_per_wavelength,pml_thickness_um,padding_wavelengths,monitor_offset_wavelengths,reflectance,transmittance,absorbance,reference_residual,energy_balance_error,field_slice_delta,status
l82-transparent-interface-r20-pml0p5-pad3-m1p5,20,0.5,3,1.5,0.04399000000000001,0.9552499999999999,0.00471,0.004750000000000032,0.003949999999999898,0.00665,pass
l82-transparent-interface-r20-pml1-pad1-m1p5,20,1,1,1.5,0.04315000000000001,0.9562499999999999,0.00175,0.003750000000000031,0.0011499999999999844,0.00525,pass
l82-transparent-interface-r20-pml1-pad2-m1p5,20,1,2,1.5,0.04189000000000001,0.95775,0.0012100000000000001,0.0022499999999999742,0.0008500000000000174,0.00315,pass
l82-transparent-interface-r20-pml1-pad3-m1p5,20,1,3,1.5,0.04168000000000001,0.958,0.00112,0.0020000000000000018,0.0007999999999999119,0.0028,pass
l82-transparent-interface-r20-pml1p5-pad1-m1p5,20,1.5,1,1.5,0.04315000000000001,0.9562499999999999,0.00175,0.003750000000000031,0.0011499999999999844,0.00525,pass
l82-transparent-interface-r20-pml1p5-pad2-m1p5,20,1.5,2,1.5,0.04189000000000001,0.95775,0.0012100000000000001,0.0022499999999999742,0.0008500000000000174,0.00315,pass
l82-transparent-interface-r20-pml1p5-pad3-m1p5,20,1.5,3,1.5,0.04168000000000001,0.958,0.00112,0.0020000000000000018,0.0007999999999999119,0.0028,pass
l82-transparent-interface-r30-pml0p5-pad1-m1p5,30,0.5,1,1.5,0.04452666666666667,0.9546111111111111,0.00494,0.0053888888888888875,0.004077777777777847,0.007544444444444445,pass
l82-transparent-interface-r30-pml0p5-pad2-m1p5,30,0.5,2,1.5,0.043266666666666675,0.956111111111111,0.0044,0.0044,0.0037777777777776578,0.005444444444444444,pass
l82-transparent-interface-r30-pml0p5-pad3-m1p5,30,0.5,3,1.5,0.043056666666666674,0.9563611111111111,0.00431,0.00431,0.0037277777777777743,0.005094444444444444,pass
l82-transparent-interface-r30-pml1-pad1-m1p5,30,1,1,1.5,0.04221666666666667,0.9573611111111111,0.00135,0.0026388888888888573,0.0009277777777778606,0.003694444444444444,pass
l82-transparent-interface-r30-pml1-pad2-m1p5,30,1,2,1.5,0.040956666666666676,0.958861111111111,0.00081,0.0011388888888889115,0.0006277777777776716,0.0015944444444444443,pass
l82-transparent-interface-r30-pml1-pad3-m1p5,30,1,3,1.5,0.040746666666666674,0.959111111111111,0.00072,0.000888888888888939,0.0005777777777777882,0.0012444444444444445,pass
l82-transparent-interface-r30-pml1p5-pad1-m1p5,30,1.5,1,1.5,0.04221666666666667,0.9573611111111111,0.00135,0.0026388888888888573,0.0009277777777778606,0.003694444444444444,pass
l82-transparent-interface-r30-pml1p5-pad2-m1p5,30,1.5,2,1.5,0.040956666666666676,0.958861111111111,0.00081,0.0011388888888889115,0.0006277777777776716,0.0015944444444444443,pass
l82-transparent-interface-r30-pml1p5-pad3-m1p5,30,1.5,3,1.5,0.040746666666666674,0.959111111111111,0.00072,0.000888888888888939,0.0005777777777777882,0.0012444444444444445,pass
