x_um,z_um,value,intensity
-2.8,8,1,1
-2.4,8,1,1
-2,8,1,1
-1.6,8,1,1
-1.2,8,1,1
-0.8,8,1,1
-0.4,8,1,1
0,8,1,1
0.4,8,1,1
0.8,8,1,1
1.2,8,1,1
1.6,8,1,1
2,8,1,1
2.4,8,1,1
2.8,8,1,1
3.2,8,1,1
3.6,8,1,1
4,8,1,1
4.4,8,1,1
4.8,8,1,1
5.2,8,1,1
5.6,8,1,1
6,8,1,1
6.4,8,1,1
6.8,8,1,1
7.2,8,1,1
7.6,8,1,1
8,8,1,1
-8,10,1,1
-7.6,10,1,1
-7.2,10,1,1
-6.8,10,1,1
-6.4,10,1,1
-6,10,1,1
-5.6,10,1,1
-5.2,10,1,1
-4.8,10,1,1
-4.4,10,1,1
-4,10,1,1
-3.6,10,1,1
-3.2,10,1,1
-2.8,10,1,1
-2.4,10,1,1
-2,10,1,1
-1.6,10,1,1
-1.2,10,1,1
-0.8,10,1,1
-0.4,10,1,1
0,10,1,1
0.4,10,1,1
0.8,10,1,1
1.2,10,1,1
1.6,10,1,1
2,10,1,1
2.4,10,1,1
2.8,10,1,1
3.2,10,1,1
3.6,10,1,1
4,10,1,1
4.4,10,1,1
4.8,10,1,1
5.2,10,1,1
5.6,10,1,1
6,10,1,1
6.4,10,1,1
6.8,10,1,1
7.2,10,1,1
7.6,10,1,1
8,10,1,1
-8,12,1,1
-7.6,12,1,1
-7.2,12,1,1
-6.8,12,1,1
-6.4,12,1,1
-6,12,1,1
-5.6,12,1,1
-5.2,12,1,1
-4.8,12,1,1
-4.4,12,1,1
-4,12,1,1
-3.6,12,1,1
-3.2,12,1,1
-2.8,12,1,1
-2.4,12,1,1
-2,12,1,1
-1.6,12,1,1
-1.2,12,1,1
-0.8,12,1,1
-0.4,12,1,1
0,12,1,1
0.4,12,1,1
0.8,12,1,1
1.2,12,1,1
1.6,12,1,1
2,12,1,1
2.4,12,1,1
2.8,12,1,1
3.2,12,1,1
3.6,12,1,1
4,12,1,1
4.4,12,1,1
4.8,12,1,1
5.2,12,1,1
5.6,12,1,1
6,12,1,1
6.4,12,1,1
6.8,12,1,1
7.2,12,1,1
7.6,12,1,1
8,12,1,1
-8,14,1,1
-7.6,14,1,1
-7.2,14,1,1
-6.8,14,1,1
-6.4,14,1,1
-6,14,1,1
-5.6,14,1,1
-5.2,14,1,1
-4.8,14,1,1
-4.4,14,1,1
-4,14,1,1
-3.6,14,1,1
-3.2,14,1,1
-2.8,14,1,1
-2.4,14,1,1
-2,14,1,1
-1.6,14,1,1
-1.2,14,1,1
-0.8,14,1,1
-0.4,14,1,1
0,14,1,1
0.4,14,1,1
0.8,14,1,1
1.2,14,1,1
1.6,14,1,1
2,14,1,1
2.4,14,1,1
2.8,14,1,1
3.2,14,1,1
3.6,14,1,1
4,14,1,1
4.4,14,1,1
4.8,14,1,1
5.2,14,1,1
5.6,14,1,1
6,14,1,1
6.4,14,1,1
6.8,14,1,1
7.2,14,1,1
7.6,14,1,1
8,14,1,1
-8,16,1,1
-7.6,16,1,1
-7.2,16,1,1
-6.8,16,1,1
-6.4,16,1,1
-6,16,1,1
-5.6,16,1,1
-5.2,16,1,1
-4.8,16,1,1
-4.4,16,1,1
-4,16,1,1
-3.6,16,1,1
-3.2,16,1,1
-2.8,16,1,1
-2.4,16,1,1
-2,16,1,1
-1.6,16,1,1
-1.2,16,1,1
-0.8,16,1,1
-0.4,16,1,1
0,16,1,1
0.4,16,1,1
0.8,16,1,1
1.2,16,1,1
1.6,16,1,1
2,16,1,1
2.4,16,1,1
2.8,16,1,1
3.2,16,1,1
3.6,16,1,1
4,16,1,1
4.4,16,1,1
4.8,16,1,1
5.2,16,1,1
5.6,16,1,1
6,16,1,1
6.4,16,1,1
6.8,16,1,1
7.2,16,1,1
7.6,16,1,1
8,16,1,1
-8,18,1,1
-7.6,18,1,1
-7.2,18,1,1
-6.8,18,1,1
-6.4,18,1,1
-6,18,1,1
-5.6,18,1,1
-5.2,18,1,1
-4.8,18,1,1
-4.4,18,1,1
-4,18,1,1
-3.6,18,1,1
-3.2,18,1,1
-2.8,18,1,1
-2.4,18,1,1
-2,18,1,1
-1.6,18,1,1
-1.2,18,1,1
-0.8,18,1,1
-0.4,18,1,1
0,18,1,1
0.4,18,1,1
0.8,18,1,1
1.2,18,1,1
1.6,18,1,1
2,18,1,1
2.4,18,1,1
2.8,18,1,1
3.2,18,1,1
3.6,18,1,1
4,18,1,1
4.4,18,1,1
4.8,18,1,1
5.2,18,1,1
5.6,18,1,1
6,18,1,1
6.4,18,1,1
6.8,18,1,1
7.2,18,1,1
7.6,18,1,1
8,18,1,1
-8,20,1,1
-7.6,20,1,1
-7.2,20,1,1
-6.8,20,1,1
-6.4,20,1,1
-6,20,1,1
-5.6,20,1,1
-5.2,20,1,1
-4.8,20,1,1
-4.4,20,1,1
-4,20,1,1
-3.6,20,1,1
-3.2,20,1,1
-2.8,20,1,1
-2.4,20,1,1
-2,20,1,1
-1.6,20,1,1
-1.2,20,1,1
-0.8,20,1,1
-0.4,20,1,1
0,20,1,1
0.4,20,1,1
0.8,20,1,1
1.2,20,1,1
1.6,20,1,1
2,20,1,1
2.4,20,1,1
2.8,20,1,1
3.2,20,1,1
3.6,20,1,1
4,20,1,1
4.4,20,1,1
4.8,20,1,1
5.2,20,1,1
5.6,20,1,1
6,20,1,1
6.4,20,1,1
6.8,20,1,1
7.2,20,1,1
7.6,20,1,1
8,20,1,1
-8,22,1,1
-7.6,22,1,1
-7.2,22,1,1
-6.8,22,1,1
-6.4,22,1,1
-6,22,1,1
-5.6,22,1,1
-5.2,22,1,1
-4.8,22,1,1
-4.4,22,1,1
-4,22,1,1
-3.6,22,1,1
-3.2,22,1,1
-2.8,22,1,1
-2.4,22,1,1
-2,22,1,1
-1.6,22,1,1
-1.2,22,1,1
-0.8,22,1,1
-0.4,22,1,1
0,22,1,1
0.4,22,1,1
0.8,22,1,1
1.2,22,1,1
1.6,22,1,1
2,22,1,1
2.4,22,1,1
2.8,22,1,1
3.2,22,1,1
3.6,22,1,1
4,22,1,1
4.4,22,1,1
4.8,22,1,1
5.2,22,1,1
5.6,22,1,1
6,22,1,1
6.4,22,1,1
6.8,22,1,1
7.2,22,1,1
7.6,22,1,1
8,22,1,1
-8,24,1,1
-7.6,24,1,1
-7.2,24,1,1
-6.8,24,1,1
-6.4,24,1,1
-6,24,1,1
-5.6,24,1,1
-5.2,24,1,1
-4.8,24,1,1
-4.4,24,1,1
-4,24,1,1
-3.6,24,1,1
-3.2,24,1,1
-2.8,24,1,1
-2.4,24,1,1
-2,24,1,1
-1.6,24,1,1
-1.2,24,1,1
-0.8,24,1,1
-0.4,24,1,1
0,24,1,1
0.4,24,1,1
0.8,24,1,1
1.2,24,1,1
1.6,24,1,1
2,24,1,1
2.4,24,1,1
2.8,24,1,1
3.2,24,1,1
3.6,24,1,1
4,24,1,1
4.4,24,1,1
4.8,24,1,1
5.2,24,1,1
5.6,24,1,1
6,24,1,1
6.4,24,1,1
6.8,24,1,1
7.2,24,1,1
7.6,24,1,1
8,24,1,1
-8,26,0.941671909661,0.886745985445
-7.6,26,0.952610257762,0.907466303194
-7.2,26,0.947941678108,0.898593425094
-6.8,26,0.926205356279,0.857856362
-6.4,26,0.89012802323,0.79232789774
-6,26,0.846404190432,0.716400053582
-5.6,26,0.804288606006,0.646880161752
-5.2,26,0.772811068598,0.597236947748
-4.8,26,0.757219488199,0.573381353309
-4.4,26,0.756755617841,0.572679065133
-4,26,0.765811540592,0.586467315704
-3.6,26,0.777701612333,0.604819797825
-3.2,26,0.788255974407,0.621347481188
-2.8,26,0.797408660376,0.635860571642
-2.4,26,0.80853307109,0.653725727046
-2,26,0.82600139751,0.682278308688
-1.6,26,0.394123246273,0.155333133253
-1.2,26,0.340368905475,0.115850991814
-0.8,26,0.321942461857,0.103646948747
-0.4,26,0.328839267789,0.10813526404
0,26,0.343089538762,0.117710431608
0.4,26,0.353426005865,0.124909941621
0.8,26,0.36018607976,0.129734012053
1.2,26,0.373691706774,0.139645491711
1.6,26,0.407737633656,0.166249977899
2,26,0.821864398751,0.675461089935
2.4,26,0.795114529964,0.632207115759
2.8,26,0.780521120939,0.609213220231
3.2,26,0.775516334777,0.601425585506
3.6,26,0.774910126441,0.60048570406
4,26,0.774370108696,0.599649065242
4.4,26,0.772989454359,0.597512696551
4.8,26,0.773834292575,0.598819512365
5.2,26,0.78228086601,0.611963353326
5.6,26,0.802710224889,0.644343705141
6,26,0.835301795208,0.697729089078
6.4,26,0.875116157484,0.765828289089
6.8,26,0.913956553133,0.835316581014
7.2,26,0.943419522897,0.890040396183
7.6,26,0.957447063963,0.916704880292
8,26,0.953764302844,0.909666345379
-8,28,0.952314824535,0.906903525028
-7.6,28,0.957309555427,0.916441584913
-7.2,28,0.944665948326,0.892393753926
-6.8,28,0.916100261953,0.839239689951
-6.4,28,0.877254772748,0.769575936309
-6,28,0.83644134081,0.699634116617
-5.6,28,0.802221074771,0.643558652807
-5.2,28,0.780280369631,0.608837455231
-4.8,28,0.771196044167,0.594743338539
-4.4,28,0.770908264009,0.594299551517
-4,28,0.773775375176,0.59872833123
-3.6,28,0.776058614922,0.602266973795
-3.2,28,0.777892314539,0.605116453019
-2.8,28,0.783052863011,0.61317178627
-2.4,28,0.79666328782,0.63467239416
-2,28,0.821788531408,0.675336390354
-1.6,28,0.404463562653,0.163590773514
-1.2,28,0.368286222556,0.135634741725
-0.8,28,0.355184342132,0.126155916896
-0.4,28,0.351221060373,0.123356233249
0,28,0.344778601829,0.118872284279
0.4,28,0.33390990146,0.111495822293
0.8,28,0.328193925766,0.10771125291
1.2,28,0.344689741126,0.118811017637
1.6,28,0.394806407931,0.155872099743
2,28,0.824715983927,0.680156454144
2.4,28,0.8061556724,0.649886968142
2.8,28,0.79499219983,0.632012597791
3.2,28,0.786893945277,0.619202081114
3.6,28,0.778030438054,0.605331362539
4,28,0.767729296894,0.589408273309
4.4,28,0.759434735327,0.576741117221
4.8,28,0.759445506586,0.576757477474
5.2,28,0.773579510944,0.598425259753
5.6,28,0.803338058092,0.645352035579
6,28,0.844295732034,0.712835283131
6.4,28,0.887869521614,0.788312287411
6.8,28,0.924757413795,0.855176274369
7.2,28,0.947861334463,0.898441109371
7.6,28,0.953891774639,0.909909517723
8,28,0.943767903193,0.890697855097
-8,30,0.958105540853,0.917966227413
-7.6,30,0.955252940213,0.912508179786
-7.2,30,0.935528745953,0.875214034505
-6.8,30,0.903579621728,0.816456132802
-6.4,30,0.866789427012,0.75132391078
-6,30,0.833086501835,0.694033119539
-5.6,30,0.808146220238,0.653100313285
-5.2,30,0.793269892324,0.629277122068
-4.8,30,0.785486048689,0.616988332686
-4.4,30,0.780034669636,0.608454085835
-4,30,0.773625036143,0.598495696547
-3.6,30,0.766648980115,0.587750658712
-3.2,30,0.763396428163,0.582774106532
-2.8,30,0.770027598953,0.592942503149
-2.4,30,0.790920516423,0.625555263299
-2,30,0.825461815599,0.681387209013
-1.6,30,0.426752630226,0.182117807405
-1.2,30,0.397990144718,0.158396155293
-0.8,30,0.37818803718,0.143026191466
-0.4,30,0.356132770478,0.126830550208
0,30,0.327727139365,0.107405077877
0.4,30,0.30031372199,0.0901883316156
0.8,30,0.293329528689,0.0860422124012
1.2,30,0.326220782343,0.106419998833
1.6,30,0.39783326142,0.158271303892
2,30,0.834433091586,0.696278584334
2.4,30,0.820097568099,0.672560021201
2.8,30,0.806938884068,0.65115036262
3.2,30,0.791385516492,0.626291035713
3.6,30,0.772798779186,0.597217953111
4,30,0.754785921342,0.569701787056
4.4,30,0.744451525932,0.554208074463
4.8,30,0.749280858617,0.561421805089
5.2,30,0.772728349144,0.59710910157
5.6,30,0.811566935361,0.658640890571
6,30,0.857214992592,0.734817543525
6.4,30,0.899560472884,0.809209044376
6.8,30,0.930425445819,0.865691510227
7.2,30,0.945461301945,0.893897073476
7.6,30,0.944630957133,0.892327645175
8,30,0.931611250531,0.867899522115
-8,32,0.957256483919,0.916339976006
-7.6,32,0.947071272862,0.896943995881
-7.2,32,0.923382757216,0.852635716324
-6.8,32,0.892696896041,0.796907748202
-6.4,32,0.862265416121,0.743501647839
-6,32,0.83750626721,0.701416747616
-5.6,32,0.82000316569,0.672405191742
-5.2,32,0.807412774016,0.651915387645
-4.8,32,0.795543367551,0.632889249654
-4.4,32,0.781373187877,0.610544058733
-4,32,0.765405115868,0.585844991396
-3.6,32,0.752321074687,0.565986999418
-3.2,32,0.7493858527,0.561579156227
-2.8,32,0.762722054342,0.58174493218
-2.4,32,0.793307230648,0.629336362199
-2,32,0.835742148444,0.698464938685
-1.6,32,0.452653357315,0.204895061889
-1.2,32,0.420405005927,0.176740369009
-0.8,32,0.385716031878,0.148776857247
-0.4,32,0.342679818702,0.117429458145
0,32,0.29501584138,0.0870343466654
0.4,32,0.260595422019,0.0679099739772
0.8,32,0.267893369414,0.071766857376
1.2,32,0.32634047134,0.106498103235
1.6,32,0.415533539707,0.172668122622
2,32,0.847696659716,0.718589626894
2.4,32,0.832382194977,0.692860118515
2.8,32,0.81265547668,0.660408923778
3.2,32,0.787647984535,0.620389347542
3.6,32,0.760776845416,0.57878140852
4,32,0.739548488622,0.546931967024
4.4,32,0.732962643876,0.537234237318
4.8,32,0.746856639341,0.557794839728
5.2,32,0.780027230347,0.608442480082
5.6,32,0.824556188393,0.679892907817
6,32,0.869789711752,0.75653414267
6.4,32,0.90649296589,0.821729497209
6.8,32,0.929217970221,0.863446036181
7.2,32,0.936954951919,0.877884581925
7.6,32,0.932561722377,0.869671366042
8,32,0.921237322595,0.848678204543
-8,34,0.950027955927,0.902553117043
-7.6,34,0.935310439319,0.8748056179
-7.2,34,0.912137148556,0.831994177776
-6.8,34,0.887099504952,0.786945531686
-6.4,34,0.865245913498,0.748650490826
-6,34,0.848166353855,0.719386163811
-5.6,34,0.833787385588,0.695201404365
-5.2,34,0.818167096322,0.669397397503
-4.8,34,0.798298255604,0.6372801049
-4.4,34,0.774525963011,0.599890467378
-4,34,0.751589151173,0.564886252161
-3.6,34,0.737595216277,0.544046703075
-3.2,34,0.740552188375,0.548417543708
-2.8,34,0.763686458478,0.583217006863
-2.4,34,0.802986466228,0.644787264946
-2,34,0.8491297103,0.721021264914
-1.6,34,0.473838080955,0.224522526963
-1.2,34,0.429776227286,0.184707605541
-0.8,34,0.376217495227,0.141539603715
-0.4,34,0.313380343676,0.0982072398022
0,34,0.253728703625,0.0643782550431
0.4,34,0.227812806493,0.0518986748022
0.8,34,0.263672239983,0.0695230501378
1.2,34,0.344992689518,0.119019955821
1.6,34,0.440891405879,0.194385231778
2,34,0.860140126682,0.739841037528
2.4,34,0.839161512253,0.704192043646
2.8,34,0.810419832439,0.656780304811
3.2,34,0.776797523283,0.603414392179
3.6,34,0.745661788684,0.556011503103
4,34,0.726977584155,0.528496407864
4.4,34,0.728926722669,0.531334167021
4.8,34,0.753030498376,0.567054931484
5.2,34,0.792933376662,0.628743339825
5.6,34,0.837975897903,0.702203605466
6,34,0.878026003365,0.770929662585
6.4,34,0.906535121589,0.821805926675
6.8,34,0.921503866081,0.849169375202
7.2,34,0.924989658469,0.855605868274
7.6,34,0.921575491826,0.849301387134
8,34,0.916121519468,0.839278638432
-8,36,0.938661178126,0.881084807321
-7.6,36,0.923734536456,0.853285493842
-7.2,36,0.905536064856,0.819995564755
-6.8,36,0.888710339452,0.789806067449
-6.4,36,0.874698606942,0.765097652986
-6,36,0.861454210764,0.742103357242
-5.6,36,0.845034189795,0.714082781922
-5.2,36,0.822218640164,0.676043492233
-4.8,36,0.792927721321,0.62873437124
-4.4,36,0.761547446937,0.579954513936
-4,36,0.736497575545,0.542428678783
-3.6,36,0.727363639277,0.529057863742
-3.2,36,0.739976548265,0.547565291983
-2.8,36,0.772580397638,0.596880470814
-2.4,36,0.816632224624,0.666888190295
-2,36,0.861236294047,0.741727954184
-1.6,36,0.484379515419,0.234623514958
-1.2,36,0.423921480542,0.179709421665
-0.8,36,0.351661361071,0.12366571287
-0.4,36,0.274606853301,0.0754089238801
0,36,0.216327180213,0.0467974488989
0.4,36,0.217614981703,0.0473562802616
0.8,36,0.282913011607,0.0800397721368
1.2,36,0.374055320234,0.139917382595
1.6,36,0.465152714368,0.216367047683
2,36,0.867829782542,0.753128531467
2.4,36,0.838375937939,0.702874213315
2.8,36,0.800901612588,0.641443393046
3.2,36,0.762155557713,0.580881094152
3.6,36,0.732329064868,0.536305859251
4,36,0.721376852804,0.520384563761
4.4,36,0.733774293312,0.538424713526
4.8,36,0.765632814497,0.586193606634
5.2,36,0.807103597228,0.651416216659
5.6,36,0.847540294783,0.71832455128
6,36,0.879390243908,0.773327201081
6.4,36,0.899674108728,0.809413501915
6.8,36,0.909670167633,0.827499813881
7.2,36,0.913399679008,0.834298973613
7.6,36,0.915333615921,0.837835628435
8,36,0.918016672379,0.842754610766
-8,38,0.926773866202,0.858909799074
-7.6,38,0.91617422453,0.839375209694
-7.2,38,0.905835557965,0.820538058074
-6.8,38,0.896972690558,0.804560007606
-6.4,38,0.887411788511,0.787499682389
-6,38,0.873033694024,0.762187830901
-5.6,38,0.8502441003,0.722915030094
-5.2,38,0.818348610937,0.669694449023
-4.8,38,0.781043172613,0.610028437486
-4.4,38,0.74646708542,0.557213109615
-4,38,0.72509890454,0.525768421365
-3.6,38,0.725182835395,0.525890144751
-3.2,38,0.747863146348,0.559299285666
-2.8,38,0.786318164959,0.618296256544
-2.4,38,0.829734209299,0.688458858081
-2,38,0.868249787817,0.753857694045
-1.6,38,0.481576947927,0.231916356775
-1.2,38,0.40419012495,0.163369657107
-0.8,38,0.317745433879,0.100962160751
-0.4,38,0.237573910489,0.0564413629451
0,38,0.20000921271,0.0400036851691
0.4,38,0.23613248512,0.0557585505287
0.8,38,0.316070068398,0.0999002881372
1.2,38,0.402990202329,0.162401103173
1.6,38,0.481115357432,0.231471987157
2,38,0.868409574219,0.754135188595
2.4,38,0.830261869582,0.689334772083
2.8,38,0.787007582973,0.619380935658
3.2,38,0.748405107838,0.560110205438
3.6,38,0.725304462844,0.526066563822
4,38,0.724728817494,0.525231858906
4.4,38,0.745789687435,0.556202257884
4.8,38,0.78038002184,0.608992978487
5.2,38,0.817982280625,0.669095011416
5.6,38,0.850304813837,0.723018276435
6,38,0.873468849807,0.762947831582
6.4,38,0.888019339677,0.788578347641
6.8,38,0.897483976609,0.80547748827
7.2,38,0.906027708566,0.82088620869
7.6,38,0.915968969929,0.838999153872
8,38,0.926270385451,0.857976826964
-8,40,0.918276886872,0.843232440963
-7.6,40,0.9152016288,0.837594021359
-7.2,40,0.912932313632,0.833445409273
-6.8,40,0.90907315672,0.826414004269
-6.4,40,0.899209916755,0.80857847439
-6,40,0.879269254238,0.773114421448
-5.6,40,0.847837646917,0.718828675529
-5.2,40,0.807720856991,0.652412982818
-4.8,40,0.766315599952,0.587239598729
-4.4,40,0.734203389533,0.539054617202
-4,40,0.721330828049,0.520318163493
-3.6,40,0.731828322424,0.535572693502
-3.2,40,0.761450796211,0.57980731505
-2.8,40,0.800316609926,0.640506676124
-2.4,40,0.838147517666,0.70249126137
-2,40,0.868026325878,0.753469702418
-1.6,40,0.466133639718,0.217280570077
-1.2,40,0.37549550174,0.140996871827
-0.8,40,0.284262224884,0.0808050124963
-0.4,40,0.217868885075,0.0474668510837
0,40,0.214951534651,0.046204162249
0.4,40,0.272719097298,0.0743757060312
0.8,40,0.350217354648,0.122652195496
1.2,40,0.423280607392,0.179166472594
1.6,40,0.484554091471,0.234792667562
2,40,0.861704102436,0.742533960155
2.4,40,0.817295842519,0.667972494199
2.8,40,0.773149865882,0.597760715113
3.2,40,0.740168829379,0.547849895984
3.6,40,0.727062734609,0.528620220057
4,40,0.735842017829,0.541463475202
4.4,40,0.760848950631,0.578891125676
4.8,40,0.792493439354,0.62804585142
5.2,40,0.822214164337,0.676036132037
5.6,40,0.845434713958,0.714759855566
6,40,0.862069408706,0.743163665427
6.4,40,0.875253970444,0.766069512778
6.8,40,0.888964083968,0.790257142585
7.2,40,0.905386763988,0.819725192404
7.6,40,0.923262665972,0.852413950377
8,40,0.938083046872,0.879999802828
-8,42,0.916049172478,0.839146086398
-7.6,42,0.921151785487,0.848520611906
-7.2,42,0.924404782157,0.854524201275
-6.8,42,0.921014658369,0.848268000931
-6.4,42,0.906358552445,0.82148582559
-6,42,0.878255790253,0.771333233113
-5.6,42,0.838541184092,0.703151317418
-5.2,42,0.793607963174,0.629813599214
-4.8,42,0.753506223291,0.567771628538
-4.4,42,0.72895711519,0.531378475786
-4,42,0.726531910781,0.527848617384
-3.6,42,0.74495623088,0.554959785927
-3.2,42,0.776161458392,0.602426609493
-2.8,42,0.810120902242,0.656295876249
-2.4,42,0.839301179234,0.704426469464
-2,42,0.860633506396,0.740690032331
-1.6,42,0.442121155742,0.195471116355
-1.2,42,0.346207552579,0.119859669463
-0.8,42,0.264089080426,0.0697430424003
-0.4,42,0.226718065278,0.0514010811233
0,42,0.251762650608,0.0633844322412
0.4,42,0.311703857026,0.0971592944851
0.8,42,0.375371441559,0.140903719138
1.2,42,0.429844923035,0.184766657859
1.6,42,0.474605358676,0.225250246484
2,42,0.849761097184,0.722093922288
2.4,42,0.803571828554,0.645727683646
2.8,42,0.763941645245,0.58360683734
3.2,42,0.740326528023,0.548083368095
3.6,42,0.73697841279,0.543137180918
4,42,0.750870154249,0.563805988542
4.4,42,0.774028437782,0.599120022496
4.8,42,0.798224413731,0.637162214676
5.2,42,0.81852581263,0.669984505941
5.6,42,0.834405377258,0.696232333597
6,42,0.848765162024,0.720402300265
6.4,42,0.865563285707,0.749199801564
6.8,42,0.887008260007,0.786783653321
7.2,42,0.911697933877,0.831193122636
7.6,42,0.934730837738,0.873721739019
8,42,0.949562311219,0.901668582887
-8,44,0.920857391006,0.84797833457
-7.6,44,0.931989852715,0.868605085564
-7.2,44,0.936443394273,0.876926230677
-6.8,44,0.928989742187,0.863021941089
-6.4,44,0.906657773864,0.822028318908
-6,44,0.870300493488,0.757422948965
-5.6,44,0.825212887182,0.680976309172
-5.2,44,0.780537328038,0.609238520461
-4.8,44,0.746960103979,0.557949396937
-4.4,44,0.732583480483,0.536678555876
-4,44,0.738859421241,0.545913244357
-3.6,44,0.760100538123,0.577752828054
-3.2,44,0.78727916141,0.61980847799
-2.8,44,0.812732531409,0.660534167611
-2.4,44,0.832847981592,0.693635760441
-2,44,0.848334025644,0.719670619065
-1.6,44,0.416621627784,0.173573580738
-1.2,44,0.326841291947,0.106825230122
-0.8,44,0.267151884039,0.0713701291458
-0.4,44,0.258777659378,0.0669658769933
0,44,0.293194247519,0.0859628667784
0.4,44,0.341624425461,0.116707248072
0.8,44,0.385649057348,0.148725195433
1.2,44,0.421167707034,0.177382237448
1.6,44,0.45381154952,0.205944922477
2,44,0.836334715381,0.699455756151
2.4,44,0.793616637219,0.629827366871
2.8,44,0.762573077409,0.58151769839
3.2,44,0.748822255254,0.560734769963
3.6,44,0.751599021927,0.564901089762
4,44,0.764853339022,0.585000630214
4.4,44,0.781227792611,0.610316863948
4.8,44,0.795851927121,0.633380289903
5.2,44,0.808026126702,0.652906221433
5.6,44,0.820643066222,0.673455042138
6,44,0.837889362554,0.702058583881
6.4,44,0.862235435471,0.743449946182
6.8,44,0.892292277419,0.796185508341
7.2,44,0.922802378604,0.851564229957
7.6,44,0.946572722302,0.895999918606
8,44,0.957049259394,0.915943284906
-8,46,0.931053012522,0.866859712127
-7.6,46,0.944098659567,0.891322278996
-7.2,46,0.94518431686,0.893373392838
-6.8,46,0.930528063441,0.865882476851
-6.4,46,0.90001650312,0.810029705888
-6,46,0.857847786561,0.735902824907
-5.6,46,0.812100978604,0.659507999449
-5.2,46,0.7728986354,0.597372300603
-4.8,46,0.748975305992,0.560964008986
-4.4,46,0.743796300011,0.55323293591
-4,46,0.754084279697,0.568643100887
-3.6,46,0.772364344528,0.596546680698
-3.2,46,0.791394841816,0.626305795652
-2.8,46,0.807368929849,0.651844588886
-2.4,46,0.8207465407,0.673624884071
-2,46,0.835009206358,0.697240374702
-1.6,46,0.398374402949,0.158702164925
-1.2,46,0.325773326155,0.106128260034
